id;time;lang;place
11156;15,2;11;
11157;15,2;10;
11159;16,1;11;
11160;15,1;11;
11161;15,2;11;
11162;16,1;11;
11163;15,1;11;
11164;15,2;12;
11166;15,2;11;
11167;15,2;11;
11168;17,2;11;
11169;15,2;Schwäb.;
11170;;;
11171;16,1;11;
11172;15,1;11;
11173;15,1;10;Wien
11174;15,2;21;
11175;15,2;12;Augsburg
11176;15,1;11;
11178;15,2;11;
11179;15,2;11;
11180;15,2;11;
11181;15,2;12;
11182;16,2;11;
11183;;;
11184;15,2;11;
11188;;;
11190;15,1;11;
11191;15,2;21;
11192;16,1;11;
11194;15,1;11;
11195;15,2;10;
11196;16,1;;
11197;16,2;11;
11198;;;
11199;15,2;11;
11200;;;
11201;;;
11202;15,1;11;
11204;15,2;;
11205;;;
11206;;;
11208;15,2;13;
11209;15,1;11;
11210;15,2;11;
11211;;;
11212;15,2;12;
11213;15,2;12;
11214;15,2;12;
11215;15,2;12;
11216;15,2;12;
11217;15,1;13;
11218;15,2;11;
11219;15,2;12;
11221;;;
11222;15,2;12;
11223;16,1;12;
11224;16,1;12;
11225;15,2;22;
11226;15,2;12;
11227;15,2;12;
11228;15,2;12;
11229;16,2;12;
11230;16,1;12;
11231;16,1;12;
11232;15,2;12;
11233;16,1;12;
11234;15,1;13;
11235;15,2;20;
11236;15,2;12;
11237;16,1;12;
11238;16,2;12;
11239;16,1;12;
11240;15,2;12;
11241;15,2;10;
11242;15,2;13;
11243;16,1;12;
11244;16,1;12;
11245;16,2;12;
11246;15,2;12;
11247;15,2;12;
11248;15,2;12;Medingen
11252;15,1;12;Ulm
11254;15,1;22;
11255;15,1;11;
11256;15,1;11;
11257;15,2;12;
11258;15,2;12;
11259;15,2;11;
11261;15,2;11;
11262;15,2;10;
11263;15,2;12;
11264;15,2;21;
11265;15,2;12;
11266;15,2;12;
11267;15,2;südwestschwäb.;
11268;16,1;12;
11269;15,2;12;
11270;15,2;12;
11271;16,1;12;
11272;15,2;12;
11273;15,1;12;
11274;15,1;11;
11276;15,2;12;
11277;15,2;12;
11279;15,1;20;
11280;15,2;12;
11281;16,1;11;
11282;15,2;12;
11284;15,1;10;Nürnberg
11285;15,1;11;
11286;15,1;10;
11287;15,2;11;
11288;15,2;11;Bamberg
11289;15,2;12;
11290;15,2;12;
11291;15,2;11;
11292;15,2;11;
11293;15,2;11;Bamberg
11294;15,2;ambig;
11295;15,2;11;
11296;15,2;10;
11297;15,1;11;
11298;15,2;10;
11299;15,1;;
11300;15,2;12;
11301;15,1;10;
11302;15,2;10;
11303;15,2;13;
11304;15,2;12;
11305;15,2;11;
11307;15,2;12;
11308;15,2;11;
11309;15,2;12;
11311;15,2;21;
11312;16,1;12;
11315;;12;St. Gallen
11316;;alemannisch;St. Gallen
11318;16,1;30;
11320;16,2;10;
11321;15,2;;
11322;15,2;;
11323;15,2;12;
11324;15,2;12;
11325;15,2;12;
11326;15,2;12;
11327;15,1;12;
11328;16,2;12;
11329;15,2;12;
11330;15,2;12;
11331;15,2;12;
11332;15,2;12;
11333;15,1;12;
11334;15,2;12;
11335;16,1;12;
11336;15,2;;
11339;15,2;20;
11340;15,1;;
11341;15,2;;
11342;15,1;12;Urach
11344;15,2;12;
11346;15,1;12;
11347;15,2;12;
11348;15,2;11;
11349;;;
11350;15,1;12;
11351;14,2;40;
11352;15,2;;
11353;15,2;;
11354;15,2;12;
11355;15,2;12;
11356;15,2;;
11357;16,1;;
11358;16,1;12;
11360;15,2;12;
11361;;;
11363;15,2;;
11364;16,2;20;
11368;15,2;40;
11370;15,2;12;
11373;;12;
11374;15,2;;
11377;15,2;;
11380;15,1;12;
11381;15,2;21;
11382;15,2;13;
11384;15,2;;
11385;15,2;;
11386;15,2;;
11389;15,2;;
11390;15,2;;
11393;15,2;12;
11395;15,2;12;
11396;?;?;
11397;15,2;22;
11398;15,2;?;
11400;15,2;10;
11401;15,2;21;
11402;15,2;;
11403;15,2;;
11404;16,2;11;
11406;16,2;;
11411;16,1;;
11413;15,2;;
11414;16,2;;
11415;15,2;10;
11416;;;
11417;;;
11419;;;
11420;;;
11421;;;
11422;;;
11423;;;
11424;;;
11425;;;
11426;;;
11427;;;
11428;;;
11429;;;
11430;;;
11431;;;
11432;;;
11433;;;
11434;;;
11435;;;
11436;;;
11437;;;
11438;;;
11439;;;
11440;;;
11441;;;
11442;;;
11443;;;
11444;;;
11445;;;
11446;;;
11447;;;
11448;;;
11449;;;
11450;;;
11451;;;
11452;;;
11453;;;
11454;;;
11455;;;
11456;;;
11457;;;
11458;;;
11459;;;
11460;;;
11461;;;
11462;;;
11463;;;
11464;;;
11465;;;
11466;;;
11467;;;
11468;;30;
11469;;;
11470;;;
11471;;;
11472;;;
11473;;;
11474;;;
11475;15,2;;
11476;15,2;21;
11477;;;
11478;15,2;12;
11479;15,2;12;
11480;15,2;12;
11481;15,2;12;
11482;15,2;11;Andechs
11483;15,2;ambig;
11484;;;
11485;;;
11487;;;
11488;15,2;11;
11491;15,1;11;
11492;15,2;11;
11493;;;
11495;15,2;12;
11496;16,1;12;
11497;15,2;;
11499;16,1;30;
11500;15,1;11;
11501;15,2;11;
11502;15,2;;
11504;15,1;;
11505;14,2;;
11507;15,1;;
11508;15,1;ambig;
11510;;;
11511;15,2;11;
11512;15,2;22;
11513;16,2;22;
11514;16,1;12;
11515;15,2;12;
11516;16,2;30;
11517;15,1;11;
11519;15,2;11;
11520;15,2;11;
11521;15,1;11;
11522;15,2;30;
11523;15,2;11;
11524;15,2;31;
11525;15,1;11;
11527;15,1;11;
11528;15,1;11;
11529;;11;
11530;;;
11531;16,1;11;
11532;15,2;11;Kloster Tegernsee Tegernsee
11533;15,2;11;
11534;15,2;12;Konstanz
11535;15,2;31;
11536;17,1;12;Augsburg
11537;15,1;11;
11538;15,2;12;
11540;15,1;11;
11543;;11;
11544;15,1;;
11545;15,2;11;
11546;;11;
11547;15,1;11;
11548;15,1;11;
11549;15,1;12;Südwestdeutschland
11550;15,1;;
11551;15,1;11;
11552;15,1;12;
11553;;;
11554;;;
11555;;;
11556;;;
11557;;;
11558;;;
11562;15,2;;
11563;15,2;11;
11565;;11;Mondsee
11566;15,2;20;
11567;15,1;11;
11569;;;
11572;15,2;;
11573;14,2;11;
11575;15,2;21;
11578;15,2;;
11579;16,1;11;
11580;16,1;11;
11582;15,2;11;
11584;15,2;11;
11585;;;
11587;15,2;11;
11588;15,2;21;
11592;;;
11594;15,2;11;
11595;15,1;;
11596;15,2;11;
11597;15,1;21;
11598;15,1;11;
11599;;;
11600;14,2;11;
11604;15,2;11;
11605;14,2;11;
11606;15,1;11;
11607;15,2;11;Krems
11608;15,2;11;
11609;;;
11611;15,1;11;
11612;15,1;11;
11613;15,2;11;
11617;;;
11619;15,2;11;
11621;;;
11623;;11;
11624;;;
11626;15,2;11;
11627;15,2;11;
11632;15,2;11;
11633;15,1;11;
11634;;;
11639;15,1;11;
11641;16,1;11;
11644;16,1;11;
11646;;;
11647;15,2;11;Mondsee
11649;15,1;12;
11651;;;
11652;14,2;11;Gonobitz bei Cilli
11653;15,2;11;
11654;;;
11657;15,2;12;
11660;;;
11661;15,2;11;
11662;;;
11663;14,2;22;
11664;;;
11665;15,2;ambig;
11667;15,1;;
11669;14,2;11;
11670;;;
11671;15,2;11;
11672;15,2;20;
11673;;11;
11674;;11;
11676;14,2;20;
11677;15,1;11;
11680;;12;
11683;15,2;11;
11685;14,2;11;
11687;;;
11688;;11;
11689;15,1;11;
11691;15,1;11;
11692;15,2;12;
11693;16,1;;
11694;;21;
11698;15,1;11;
11700;14,2;11;
11704;;;
11705;;;
11708;15,2;11;
11711;14,2;ambig;
11712;;;
11713;15,1;11;
11715;;;
11717;;;
11721;;11;
11726;;11;
11727;;11;
11729;15,1;12;
11730;15,2;11;
11731;15,1;11;Mondsee Benediktinerstift Mondsee
11732;15,2;11;
11736;;11;
11737;15,1;11;
11738;16,1;11;
11739;14,2;ambig;
11742;15,2;ambig;
11744;15,1;;
11745;;;
11747;;;
11749;15,1;11;
11750;14,2;11;
11751;15,2;11;
11752;15,2;12;
11753;15,1;11;
11756;15,2;20;
11757;;;
11758;;;
11759;14,2;21;
11763;15,2;;
11768;16,2;11;
11771;16,2;11;
11772;15,2;11;
11773;15,2;11;
11774;15,2;unbekannt;
11775;15,2;unbekannt;
11776;15,2;11;
11777;15,1;11;
11778;16,1;13;Nürnberg
11780;15,2;;
11781;15,1;12;
11782;15,2;40;
11784;;;
11786;15,2;40;
11787;15,2;11;
11788;;;
11789;15,1;ambig;
11790;16,1;13;
11792;;11;
11793;;;
11794;15,2;12;
11796;15,2;12;
11797;15,1;12;
11798;15,1;;wohl das Straßburger Kloster St. Nikolaus in undis
11799;15,2;;
11800;15,2;;
11801;15,2;12;
11803;16,2;;
11806;15, Jh. ;12;
11807;16,2;30;
11808;15,2;11;
11810;16,2;30;
11811;15,2;10;
11813;15,2;12;s.u. Ergänzender Hinweis
11815;15,1;;
11817;;;
11818;15,2;12;s.u. Ergänzender Hinweis
11819;15,1;;
11821;15,2;30;
11822;15,1;12;
11823;15,1;11;
11825;15,2;12;
11826;15,2;12;
11827;15,2;12;
11828;15,2;20;
11829;;;
11830;;;s.u. Ergänzender Hinweis
11831;15,2;12;
11832;15,2;12;
11833;16,2;12;
11835;15,2;12;
11836;15,1;12;
11837;15,1;12;
11843;15,2;20;
11844;16,2;;
11845;16,2;;
11846;16,1;10;Nürnberg
11847;15,2;12;
11849;15,2;12;
11850;16,2;;
11851;15,2;10;
11852;15, Jh. ;;
11853;14,2;;
11854;15,2;30;
11855;15,2;31;
11856;14,2;22;
11863;15,2;31;
11864;15,2;12;
11866;15,2;12;
11868;15,1;12;
11869;15,1;12;
11870;16,2;12;
11872;15,2;21;
11873;15,2;;
11874;15,2;30;
11875;15,2;20;
11876;15,2;11;
11877;14,2;11;
11878;15,2;12;
11879;15,2;13;
11880;16,1;10;
11881;15,2;11;
11882;15,2;ambig;
11883;16,2;;
11885;15,2;20;
11886;;;
11888;15,1;20;
11889;15,2;;
11890;15,2;40;
11891;14,2;40;
11892;16,2;;
11893;15,2;11;
11894;14,2;12;
11895;15,2;12;
11896;15,1;20;
11897;14,2;ambig;
11898;15,1;;
11899;14,2;;
11900;15,1;;
11901;15,2;20;
11904;14,2;;
11905;15,2;;
11906;15,2;;
11907;15,1;12;
11908;15,2;12;
11909;;12;
11910;15,2;;
11912;15,1;;
11913;15,2;12;
11914;16,1;20;
11915;15,2;;
11920;16,1;40;
11921;15,2;40;
11924;15,2;40;
11929;;40;
11932;15,2;40;
11933;16,1;31;
11938;15,2;12;
11939;15,1;12;
11940;15,2;11;
11941;16,1;12;
11944;16,2;12;
11945;15,2;40;
11947;15,2;12;
11948;;;
11949;15,2;12;
11950;15,2;;Linz
11951;15,2;moselfränkisch;aus dem Benediktinerinnenkloster Marienberg in Boppard
11952;16,1;30;
11954;;;Vorbesitzer: Grafen von Starhemberg auf Riedegg
11955;15,1;11;
11956;15,2;11;
11957;15,2;11;
11958;15,2;;
11961;14,1;ambig;
11962;15,2;;
11967;15,1;thüring.;
11968;15,2;11;
11969;15,2;21;
11971;16,2;;
11973;15,2;20;
11974;15,2;40;
11976;16,2;30;
11977;14,2;20;
11978;15,2;30;
11982;15,2;Grenze Südfranken / Schwaben;
11983;15,2;schwab.;
11985;15,2;10;
11986;15,2;;
11987;15,2;21;
11989;;;
11991;15,2;ambig;
11992;15,1;22;
11993;16,2;;
11995;15,1;20;
11996;15,2;;
11997;15,2;21;
11998;;;
11999;15,2;;
12000;;11;
12001;15,2;;
12003;15,2;12;
12004;15,2;11;
12005;15,2;12;
12007;15,2;10;
12008;16,1;12;
12009;16,2;10;
12011;16,2;;
12012;16,1;12;
12013;15,2;12;
12014;16,2;;
12015;15,2;22;
12016;15,2;west westfal.;
12017;15,2;21;Köln
12018;14,2;;
12024;15,2;;
12025;15,2;40;
12026;15,1;12;
12027;15,1;31;
12028;14,2;11;
12029;14,1;22;
12030;15,2;11;
12031;14,2;;
12032;15,2;20;
12033;15,1;30;
12034;14,2;40;
12037;15,1;östl. Nd.;
12038;15,2;22;
12039;15,2;31;
12041;15,1;12;
12042;15,2;;
12044;;;
12048;15,2;30;
12049;15,2;30;
12050;15,2;20;
12051;15,2;20;
12053;15,2;;
12060;14,2;10;
12061;16,1;11;
12063;15,1;ambig;
12064;15,2;30;
12067;15,2;11;
12068;15,2;20;Meran
12070;15,2;10;
12071;15,1;22;
12072;15,2;12;
12073;15,1;od.;
12074;15,2;;
12076;15,2;;
12077;16,2;11;
12078;14,2;40;
12079;15,2;30;
12081;14,1;40;
12082;15,2;;
12083;15,2;20;
12084;15,2;ambig;
12085;15,2;;
12087;15,2;;
12088;15,2;11;
12091;15,2;12;
12092;15,2;od.;
12093;14,1;westl. zentralhess.;
12096;15,1;20;
12097;15,1;30;
12098;15,2;;
12099;15,2;30;
12100;15,2;12;
12101;15,1;10;
12102;16,2;;
12103;15,2;11;
12104;15,1;12;
12105;15,2;30;
12106;15,2;;
12107;15,2;11;
12108;14,2;;
12109;15,2;20;
12111;15,2;;
12113;15,2;;
12114;15,2;40;
12116;15,2;;Hall im Brixental
12117;15,2;20;
12118;15,1;20;
12119;15,2;12;
12120;15,2;30;Lüneburg
12121;15,2;20;Leipzig
12122;15,1;10;
12126;15,2;31;
12127;15,1;30;
12128;15,1;10;
12129;15,2;;
12131;15,2;11;
12132;15,2;;
12133;15,1;11;
12134;15,2;12;
12135;15,2;ambig;
12136;15,2;mittelmoselfrk.;
12137;15,2;40;
12139;15,2;ambig;
12140;15,2;;
12143;15,1;12;
12145;15,1;11;
12146;15,2;21;
12148;15,2;30;
12149;15,2;20;
12150;15,2;20;
12151;14,2;;
12153;14,2;11;
12154;15,2;11;
12155;15,2;11;
12156;14,2;11;
12157;15,2;11;
12158;15,2;11;
12160;16,2;;
12161;15,2;11;
12162;15,2;10;
12163;;11;
12164;15,2;11;
12166;15,2;;
12167;16,2;;Augsburg
12169;15,2;11;
12170;15,2;11;
12171;15,1;12;
12172;15,2;;
12173;15,2;11;
12177;15,2;20;
12179;16,1;11;
12180;15,2;12;
12181;15,2;31;
12182;15,2;30;
12183;15,2;11;Nürnberg
12186;15,1;;
12187;15,2;11;
12189;15,2;20;Erfurt
12190;15,1;;
12191;15,2;11;
12193;15,2;12;
12194;15,2;10;
12196;15,2;11;
12198;15,2;12;
12199;16,2;;Nürnberg Katharinenkloster
12202;15,2;40;
12203;14,2;21;
12204;15,2;30;
12206;15,2;20;
12207;14,2;40;
12208;16,1;11;
12215;16,1;niederschwäb.;
12216;15,2;11;
12217;;;
12219;16,1;11;
12220;16,1;11;
12221;14,2;ambig;
12222;;11;
12225;15,2;11;
12226;16,1;11;
12227;15,2;;
12228;15,2;;
12229;16,2;11;
12230;15,2;11;
12231;15,2;10;Augsburg
12232;15,2;11;
12233;15,2;11;
12235;16,1;11;
12237;15,1;22;
12238;15,2;22;
12244;16,1;;
12246;15,2;11;
12247;15,2;11;
12248;16,1;11;
12249;15,2;11;
12250;15,2;;
12255;15,1;;
12259;16,2;40;
12260;15,2;11;
12262;15,2;40;
12263;15,2;;
12265;16,1;;
12266;15,2;;
12267;15,2;40;
12269;15,2;11;
12270;15,2;11;
12271;;;
12272;15,2;11;
12273;15,1;11;
12274;15,2;;
12275;16,1;11;
12276;15,1;11;
12277;;;
12278;17,2;22;
12279;10,2;;Westdeutschland
12280;;;
12281;;;
12282;;;
12283;;;
12284;;;
12285;;;
12286;;;
12287;;;
12288;;;
12289;;;
12290;;;
12291;;;
12292;;;
12293;;;
12295;;;
12296;;;
12297;;;
12298;;;
12299;;;
12300;;;
12301;;;
12303;;;
12304;;;
12305;15,2;;
12306;15,2;unbekannt;
12307;15,2;;
12308;16,2;;
12309;16,2;;
12310;15,2;;
12311;15,2;unbekannt;
12313;15,2;11;
12314;15,2;unbekannt;
12315;15,2;unbekannt;
12316;15,2;unbekannt;
12317;16,2;30;
12318;16,2;30;
12319;15,2;;
12320;14,1;ambig;
12323;16,2;unbekannt;
12324;16,2;;
12325;16,1;;
12326;15,1;;
12328;15,1;;
12329;14,2;11;
12330;16,1;unbekannt;
12331;15,2;20;
12333;15,2;;Konstanz
12334;15,2;20;Halle
12335;16,2;;
12337;15,2;10;
12338;15,2;;
12339;15,2;unbekannt;
12341;15,2;11;
12343;15,2;20;
12344;15,2;22;Halle
12345;;;
12346;;;
12347;;;
12348;;;
12349;;;
12350;;;
12352;;ambig;"nach Schrift und ungefährer Bibliotheksheimat im nördlichen Frankreich geschrieben, Abschrift einer älteren Vorlage. Reims"""
12353;;;
12356;10,2;;Fulda
12357;;;
12358;;;
12359;;;
12360;;;
12361;;;
12362;;;
12363;;;
12364;;;
12365;;;
12366;;;
12367;;;
12368;;;
12369;;;
12370;;;
12371;;;
12372;;;
12377;14,2;12;Franziskanerinnenkloster Gorheim
12378;14,1;12;Baden
12379;14,2;20;
12380;15,1;12;
12381;14,2;;
12382;14,2;;
12383;15,2;;
12384;15,2;20;
12389;15,2;12;
12390;15,2;11;Salzburg Salzburg, St. Peter
12393;16,1;ambig;Salzburg Salzburg, St. Peter
12397;15,2;11;
12400;16,2;11;Salzburg Salzburg, St. Peter
12403;15,2;11;
12408;15,2;11;
12409;15,2;11;
12410;15,2;11;
12411;15,2;11;
12412;15,1;11;
12413;15,2;11;
12415;15,2;10;
12416;15,2;11;
12417;14,2;11;
12419;15,2;11;
12420;15,2;11;
12421;15,2;11;Salzburg
12423;15,2;11;
12424;15,1;11;
12426;15,2;11;
12427;15,2;11;
12428;15,1;11;
12430;15,2;11;
12432;15,1;11;
12433;15,2;11;
12434;;;
12436;16,2;;
12437;15,1;11;
12439;15,2;12;
12440;15,2;11;
12441;15,2;10;
12447;15,2;11;
12448;15,2;11;
12450;16,1;11;
12451;15,2;11;
12454;15,2;11;
12457;15,1;11;
12458;15,2;11;
12459;16,1;11;
12461;14,2;11;
12463;15,1;11;
12465;15,1;11;
12467;15,1;11;
12476;15,2;12;
12477;15,2;12;
12478;15,1;13;Bamberg
12480;13,2;;
12481;12,2;;
12482;13,2;;
12483;14,2;11;
12484;15,2;11;
12485;15,2;11;
12486;unbekannt;11;
12487;16,1;11;
12488;15,2;11;
12489;15,2;;
12490;15,1;11;
12491;15,2;;
12497;15,2;11;
12498;15,2;;
12500;;;
12501;;;
12502;;;
12504;15,2;;
12505;15,2;;
12506;;;
12507;15,1;12;
12509;;;
12510;;;
12511;15,2;;
12515;15,2;11;Regensburg
12518;15,2;11;
12520;14,2;11;
12521;13,2;;
12522;15,1;11;
12523;15,2;11;
12524;15,1;11;
12525;15,1;11;
12527;15,1;21;
12528;16,1;11;
12531;16,1;11;Salzburg
12532;15,2;11;
12534;16,1;11;
12537;15,2;11;
12538;15,2;11;Salzburg
12539;16,1;10;
12541;15,2;;
12543;15,2;10;
12544;15,2;11;
12545;15,2;;
12546;14,2;20;
12550;14,2;;
12551;14,2;11;
12552;15,2;;
12553;16,2;;
12558;16,2;;
12559;16,2;;
12566;15,2;10;
12567;15,2;10;Wasserburg
12568;15,2;30;
12569;16,2;20;
12571;15,1;30;Leipzig
12572;15,2;11;
12573;15,2;10;
12574;15,1;ambig;
12575;15,2;12;Höchstadt
12577;15,2;10;
12579;14,1;10;
12580;15,2;10;Ingolstadt
12581;15,2;10;
12582;14,1;11;
12584;16,1;;
12586;15,1;12;
12588;15,2;;
12589;16,1;10;
12590;16,1;12;
12591;15,2;11;
12592;15,2;;
12593;16,1;12;
12594;16,2;;
12596;15,2;;
12599;15,2;;
12600;14,2;;
12601;15,2;;
12602;15,2;;
12603;15,2;;
12604;14,2;21;
12605;14,2;21;
12606;14,2;20;
12608;14,2;21;
12609;15,1;21;
12610;14,1;21;
12611;15,1;21;
12612;14,2;20;
12613;15,1;22;
12614;15,1;;
12616;15,2;11;
12619;15,2;südhess.;
12620;14,2;13;Nürnberg
12621;15,2;13;
12625;15,2;11;
12626;15,2;11;
12627;15,2;12;
12629;15,1;13;Nürnberg
12630;14,1;11;Nürnberg
12633;15,1;11;
12634;15,1;12;Isny
12637;15,2;22;
12640;15,1;11;
12641;14,2;20;
12642;16,1;11;
12645;16,1;30;
12647;15,2;12;
12649;15,2;12;
12650;15,2;12;
12653;15,2;11;
12655;15,1;30;
12656;15,2;10;
12657;15,2;;
12658;15,1;11;
12659;15,1;20;
12660;15,2;11;Wien
12661;16,1;11;
12663;16,1;20;
12664;15,1;30;
12665;15,2;10;
12666;15,2;böhm.;
12668;15,2;22;
12669;15,2;10;
12670;16,1;30;
12671;16,1;21;
12672;15,2;21;
12673;16,1;30;
12674;16,1;10;
12675;15,1;11;
12676;14,2;12;
12677;14,2;30;
12678;15,2;30;
12679;14,2;30;
12680;14,2;30;
12682;14,2;30;
12685;15,2;21;
12686;15,2;12;
12688;15,2;21;
12690;15,2;21;
12691;15,1;21;
12692;15,2;ambig;
12693;15,2;22;
12694;15,2;12;
12695;16,1;10;
12696;;;
12697;16,1;;
12698;15,2;31;
12699;16,1;21;
12700;15,1;11;
12701;15,1;;
12702;15,1;11;Melk
12703;15,1;11;
12704;15,1;11;
12705;15,1;11;Melk
12706;15,1;11;
12707;;;
12708;15,2;ambig;
12709;;;
12710;;;
12711;;;
12712;15,2;;
12713;15,2;;
12714;;;
12715;15,2;30;
12716;;;
12717;;;
12718;15,1;11;
12719;15,2;11;Melk
12720;15,2;;
12721;;;
12722;;;
12723;15,2;;St. Gallen
12724;;;
12725;12,2;;
12726;;;
12727;;;Salzburg
12728;15,2;;
12729;16,1;;
12730;16,2;;
12731;15,2;;
12732;15,2;40;
12734;15,1;40;
12735;14,2;30;
12738;15,1;;
12739;15,2;22;
12740;15,2;ambig;
12742;14,2;11;
12743;;;
12744;15,2;30;
12745;15,1;30;
12746;16,1;;
12747;15,2;;
12748;15,2;;
12749;15,2;12;
12750;15,2;;
12751;15,1;30;
12752;15,1;;
12753;15,2;30;
12754;15,2;ambig;
12755;16,1;30;
12756;16,1;30;
12757;16,1;21;
12758;15,2;30;
12759;16,2;40;
12760;15,1;30;
12761;15,2;ambig;
12763;15,1;ambig;
12764;15,2;30;
12765;15,2;30;
12766;15,2;30;
12767;15,2;30;
12768;15,2;40;
12769;15,2;30;
12770;15,2;ambig;
12771;15,2;40;
12773;15,1;12;
12774;15,2;30;
12775;15,1;21;
12776;15,2;;
12777;16,2;;
12778;15,2;22;
12779;14,2;40;
12780;15,2;;
12781;16,1;;
12782;15,2;;Bebenhausen
12783;10,2;;Essen
12786;15,2;40;
12787;15,2;30;
12788;15,2;40;
12789;15,2;30;
12790;16,1;30;
12791;15,2;40;
12792;15,2;30;
12793;15,2;30;
12795;15,1;;
12796;15,2;;
12800;15,2;;
12802;16,2;;
12807;16,1;;
12810;;30;
12811;15,2;30;
12813;15,2;ambig;
12816;15,2;;
12818;15,2;ambig;
12821;15,2;12;
12823;15,2;21;
12824;16,1;ambig;
12827;15,2;40;
12828;16,1;31;
12832;16,1;31;
12833;15,2;31;
12836;15,2;30;
12837;15,2;30;
12838;14,2;12;
12839;13,2;;
12840;14,2;12;
12841;14,1;12;
12842;14,2;;
12843;14,2;12;
12844;14,2;;
12845;15,1;. Jh.. . Hälfte . Jh.;bair.-österr.. Bl. 43r-50v: Enkirch bei Bullay/Mosel
12846;15,2;12;
12847;16,1;21;
12848;;;
12849;15,2;;
12850;15,1;51;Dominikanerinnenkonvent St. Katharina in Nürnberg
12854;16,1;40;
12855;15,2;40;
12856;15,2;21;
12859;15,1;ambig;
12860;15,2;30;
12861;16,2;30;
12862;16,1;40;
12863;16,1;40;
12866;16,1;40;
12867;16,2;;
12874;15,1;30;
12875;15,2;30;
12877;15,2;;
12880;;;
12881;15,1;;
12882;14,2;;
12883;;;
12884;15,2;12;
12885;15,2;10;Augsburg
12886;15,2;11;
12887;15,2;12;s.u. Ergänzender Hinweis
12889;15,1;30;
12891;16,2;40;
12896;14,2;;
12897;15,2;10;Dominikanerinnenkloster St. Katharina in Nürnberg
12900;15,2;12;
12903;16,1;12;
12904;16,2;30;
12905;16,2;30;
12906;16,2;30;
12909;16,2;30;
12911;16,2;40;
12912;16,1;30;
12925;15,1;40;
12930;16,2;;
12932;15,2;;
12933;15,2;30;
12934;16,1;30;
12936;16,1;;
12937;15,2;22;
12938;15,1;12;
12939;15,2;ambig;
12945;15,2;;
12946;15,2;;
12947;15,2;;
12948;15,2;;Köln
12949;16,1;21;
12953;15,2;;Köln
12954;15,2;12;
12958;15,1;;
12959;15,2;;
12960;15,1;;
12961;16,1;;
12962;15,1;;
12963;14,2;ambig;
12969;15,2;;
12970;15,1;21;
12971;15,2;30;
12972;15,1;21;
12974;15,2;30;
12975;15,2;ambig;
12976;15,2;;
12977;15,2;;
12979;15,2;ambig;
12980;15,1;30;
12981;15,1;21;
12982;16,1;ambig;
12984;15,1;40;
12985;15,2;21;
12986;15,1;21;
12988;16,1;21;
12989;16,2;21;
12990;15,2;ambig;
12991;16,2;21;
12993;15,2;21;
12996;16,1;21;
12997;16,1;21;
13000;14,2;ambig;
13011;16,1;21;
13013;16,1;30;
13014;16,1;21;
13015;15,2;21;
13019;15,2;21;
13020;15,2;ambig;
13024;15,1;31;
13029;15,1;ambig;
13030;15,2;30;
13034;15,2;ambig;
13035;15,1;21;
13037;15,2;40;
13038;15,2;21;
13039;16,2;30;
13040;15,2;21;
13041;15,2;30;
13043;16,1;ambig;
13044;16,1;ambig;
13045;16,1;ambig;
13047;16,1;ambig;
13048;16,1;21;
13049;15,1;21;
13050;15,2;21;
13051;16,1;40;
13052;15,2;ambig;
13055;15,2;21;
13057;15,2;21;
13058;16,1;21;
13059;15,1;ambig;
13061;16,1;21;
13063;15,2;ambig;
13065;15,2;ambig;
13067;15,2;ambig;
13069;15,2;21;Köln
13070;15,2;21;Köln
13071;15,2;ambig;
13074;15,2;;
13075;15,2;;
13076;15,1;;
13079;16,1;21;
13080;15,2;40;
13082;15,2;ambig;
13083;15,2;21;
13084;15,2;21;
13085;15,2;21;
13105;15,2;31;Köln
13126;16,2;ambig;
13127;15,2;21;
13128;14,2;ambig;
13129;15,2;21;
13130;15,2;ambig;
13131;15,1;21;
13132;15,2;12;
13133;16,1;21;
13134;16,2;ambig;
13135;16,1;21;
13136;15,2;21;
13137;15. JH. ;40;
13138;15,2;ambig;
13139;15,2;ambig;
13140;14,2;40;
13141;15,2;21;
13142;16,1;ambig;
13143;16,1;ambig;
13144;16,1;30;
13145;16,1;ambig;
13147;16,1;21;
13148;15,2;40;
13149;16,1;21;
13151;16,2;;
13154;16,1;;
13155;15. JH. ;40;
13156;;;
13160;14,2;;
13162;15,1;;
13163;15,1;;
13165;14,1;;
13166;14,1;;
13170;15,2;21;
13171;;;
13172;;;
13173;;;
13174;;;
13175;;;
13176;;;
13178;14,1;40;
13179;14,1;40;
13180;14,1;40;
13181;14,1;40;
13182;15,2;21;
13183;15,2;21;
13185;;;
13188;;;
13189;;;
13190;;;
13192;16,2;;
13193;15,2;21;
13194;16,1;ambig;
13195;16,2;21;
13196;16,2;ambig;
13197;16,2;30;
13198;16,2;21;
13199;16,2;21;
13201;14,2;40;
13202;15,2;40;
13203;14,1;;
13204;15,1;21;
13205;14,2;;Brabant
13206;;10;
13207;15,2;40;
13208;;21;
13209;16,2;hd.;
13210;16,2;31;
13211;17,1;31;
13212;16,2;niederrhein;
13213;16,2;hd.;
13214;17,2;31;
13215;unbekannt;unbekannt;
13216;unbekannt;unbekannt;
13217;15,2;unbekannt;
13218;16,2;51;
13219;17,1;51;
13220;15,1;21;
13221;15,1;11;
13222;15,2;21;
13223;15,2;21;
13224;15,2;;
13225;15,1;12;
13226;15,2;12;Schwaben
13227;15,1;ambig;
13228;15,1;12;
